path,bytes,kind,width,height
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-18/markdown.md,159,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-18/page-metadata.json,1594,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/img-25.jpeg,31083,image,507,505
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/img-26.jpeg,11495,image,352,348
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/markdown.md,117,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/page-metadata.json,1251,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-2/markdown.md,736,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-2/page-metadata.json,8091,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-20/markdown.md,9135,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-20/page-metadata.json,10182,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-21/img-27.jpeg,74181,image,922,638
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-21/markdown.md,39,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-21/page-metadata.json,1150,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-22/img-28.jpeg,94939,image,1009,639
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-22/markdown.md,37,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-22/page-metadata.json,580,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-23/img-29.jpeg,21383,image,674,471
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-23/markdown.md,67,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-23/page-metadata.json,981,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-24/img-30.jpeg,40041,image,852,603
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-24/markdown.md,68,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-24/page-metadata.json,796,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-25/img-31.jpeg,43888,image,850,348
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-25/markdown.md,68,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-25/page-metadata.json,795,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-26/img-32.jpeg,40196,image,690,437
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-26/markdown.md,59,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-26/page-metadata.json,788,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-27/markdown.md,2312,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-27/page-metadata.json,3486,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-28/markdown.md,126,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-28/page-metadata.json,1194,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-29/markdown.md,600,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-29/page-metadata.json,1345,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-3/markdown.md,79,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-3/page-metadata.json,951,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/img-33.jpeg,33252,image,645,600
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/img-34.jpeg,17891,image,240,601
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/markdown.md,72,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/page-metadata.json,833,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-31/img-35.jpeg,19857,image,329,600
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-31/img-36.jpeg,35500,image,641,599
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-31/markdown.md,99,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-31/page-metadata.json,1420,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-32/img-37.jpeg,67192,image,655,447
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-32/markdown.md,3329,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-32/page-metadata.json,8197,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-33/img-38.jpeg,51615,image,724,606
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-33/markdown.md,21278,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-33/page-metadata.json,384,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-34/img-39.jpeg,65481,image,880,584
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-34/markdown.md,330,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-34/page-metadata.json,1056,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-35/img-40.jpeg,2222,image,169,81
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-35/img-41.jpeg,3606,image,151,126
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-35/img-42.jpeg,7813,image,182,259
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-35/img-43.jpeg,11840,image,272,182
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-35/img-44.jpeg,9834,image,272,183
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-35/markdown.md,4281,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-35/page-metadata.json,19426,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/img-45.jpeg,1484,image,74,78
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/img-46.jpeg,1036,image,74,46
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/img-47.jpeg,1065,image,74,46
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/img-48.jpeg,1184,image,74,52
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/img-49.jpeg,26341,image,670,185
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/img-50.jpeg,23774,image,672,188
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/markdown.md,4952,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-36/page-metadata.json,13515,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-37/img-51.jpeg,2463,image,126,125
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-37/img-52.jpeg,22512,image,598,187
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-37/img-53.jpeg,22935,image,598,187
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-37/markdown.md,4140,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-37/page-metadata.json,12796,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-38/markdown.md,18876,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-38/page-metadata.json,33799,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-39/img-54.jpeg,72757,image,981,598
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-39/markdown.md,8249,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-39/page-metadata.json,8971,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-4/markdown.md,3987,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-4/page-metadata.json,8555,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-40/img-55.jpeg,76862,image,943,584
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-40/markdown.md,1248,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-40/page-metadata.json,7767,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-41/img-56.jpeg,29055,image,667,185
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-41/img-57.jpeg,26939,image,667,189
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-41/markdown.md,3579,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-41/page-metadata.json,8064,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-42/img-58.jpeg,18656,image,352,216
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-42/img-59.jpeg,19067,image,352,228
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-42/markdown.md,412,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-42/page-metadata.json,2680,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-43/img-60.jpeg,21523,image,364,435
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-43/markdown.md,11937,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-43/page-metadata.json,12689,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-44/img-61.jpeg,75194,image,867,597
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-44/markdown.md,9485,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-44/page-metadata.json,10234,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-5/img-4.jpeg,19935,image,508,288
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-5/img-5.jpeg,32308,image,641,294
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-5/markdown.md,1217,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-5/page-metadata.json,5320,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-6/markdown.md,3388,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-6/page-metadata.json,9754,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-7/markdown.md,170,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-7/page-metadata.json,2159,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-8/img-6.jpeg,2116,image,110,62
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-8/img-7.jpeg,2129,image,118,63
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-8/markdown.md,4481,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-8/page-metadata.json,15116,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-9/markdown.md,1526,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-9/page-metadata.json,3884,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/markdown.md,105730,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-1/img-0.jpeg,2445,image,204,59
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-1/markdown.md,3789,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-1/page-metadata.json,10288,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-10/img-19.jpeg,23210,image,668,196
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-10/img-20.jpeg,32214,image,668,213
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-10/markdown.md,3471,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-10/page-metadata.json,9896,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-11/img-21.jpeg,34258,image,804,376
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-11/markdown.md,572,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-11/page-metadata.json,1299,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-12/markdown.md,21890,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-12/page-metadata.json,136,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-13/img-22.jpeg,4251,image,152,99
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-13/img-23.jpeg,2494,image,143,67
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-13/img-24.jpeg,23350,image,665,183
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-13/img-25.jpeg,9728,image,580,47
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-13/img-26.jpeg,27655,image,665,182
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-13/markdown.md,3959,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-13/page-metadata.json,12574,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-14/img-27.jpeg,22234,image,668,184
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-14/img-28.jpeg,25491,image,668,184
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-14/markdown.md,1858,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-14/page-metadata.json,5063,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-15/img-29.jpeg,42218,image,654,515
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-15/markdown.md,20596,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-15/page-metadata.json,21348,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-16/img-30.jpeg,46591,image,607,614
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-16/markdown.md,599,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-16/page-metadata.json,1351,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-17/img-31.jpeg,25771,image,932,175
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-17/img-32.jpeg,26873,image,932,195
