path,bytes,width,height,disposition,dest_dir,dest_name,profile,notes
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-38/markdown.md,5851,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-38/page-metadata.json,10850,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-39/markdown.md,5807,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-39/page-metadata.json,13186,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-4/markdown.md,637,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-4/page-metadata.json,3738,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-40/markdown.md,6124,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-40/page-metadata.json,12981,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-41/markdown.md,5533,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-41/page-metadata.json,12567,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-42/img-13.jpeg,3562,123,65,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-42/markdown.md,3490,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-42/page-metadata.json,8856,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-43/markdown.md,363,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-43/page-metadata.json,4184,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-44/markdown.md,3585,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-44/page-metadata.json,9449,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-45/markdown.md,3601,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-45/page-metadata.json,21485,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-46/markdown.md,2821,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-46/page-metadata.json,9337,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-5/markdown.md,809,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-5/page-metadata.json,6471,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-6/markdown.md,6500,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-6/page-metadata.json,12365,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-7/markdown.md,3419,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-7/page-metadata.json,9277,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/img-3.jpeg,6420,90,207,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/img-4.jpeg,7624,166,148,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/markdown.md,5605,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/page-metadata.json,13557,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-5.jpeg,16012,624,164,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-6.jpeg,12695,625,155,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-7.jpeg,16001,625,175,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-8.jpeg,7748,624,73,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-9.jpeg,9251,624,104,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/markdown.md,176,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/page-metadata.json,1769,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/markdown.md,133345,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-0.jpeg,2122,91,71,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-1.jpeg,9742,351,181,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-2.jpeg,1884,108,35,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-3.jpeg,4333,173,85,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/markdown.md,2089,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/page-metadata.json,12898,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/img-8.jpeg,4882,274,60,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/img-9.jpeg,2901,122,58,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/markdown.md,2651,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/page-metadata.json,9384,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-11/markdown.md,1459,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-11/page-metadata.json,4920,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-12/img-10.jpeg,55510,875,450,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-12/markdown.md,67,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-12/page-metadata.json,984,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-11.jpeg,7325,255,160,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-12.jpeg,15102,327,290,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-13.jpeg,8629,254,151,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-14.jpeg,8577,298,193,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-15.jpeg,7591,301,134,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-16.jpeg,9235,263,253,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-17.jpeg,9646,235,240,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-18.jpeg,7909,237,285,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/markdown.md,541,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/page-metadata.json,5006,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/img-19.jpeg,14178,212,442,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/img-20.jpeg,17189,187,442,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/img-21.jpeg,15728,186,441,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/markdown.md,935,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/page-metadata.json,4310,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-15/img-22.jpeg,58895,615,892,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-15/markdown.md,52,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-15/page-metadata.json,777,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-16/img-23.jpeg,41381,443,624,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-16/img-24.jpeg,42440,438,624,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-16/markdown.md,96,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-16/page-metadata.json,1042,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-17/markdown.md,4731,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-17/page-metadata.json,45939,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-18/markdown.md,159,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-18/page-metadata.json,1594,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/img-25.jpeg,31083,507,505,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/img-26.jpeg,11495,352,348,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/markdown.md,117,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-19/page-metadata.json,1251,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-2/markdown.md,736,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-2/page-metadata.json,8091,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-20/markdown.md,9135,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-20/page-metadata.json,10182,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-21/img-27.jpeg,74181,922,638,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-21/markdown.md,39,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-21/page-metadata.json,1150,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-22/img-28.jpeg,94939,1009,639,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-22/markdown.md,37,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-22/page-metadata.json,580,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-23/img-29.jpeg,21383,674,471,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-23/markdown.md,67,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-23/page-metadata.json,981,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-24/img-30.jpeg,40041,852,603,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-24/markdown.md,68,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-24/page-metadata.json,796,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-25/img-31.jpeg,43888,850,348,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-25/markdown.md,68,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-25/page-metadata.json,795,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-26/img-32.jpeg,40196,690,437,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-26/markdown.md,59,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-26/page-metadata.json,788,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-27/markdown.md,2312,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-27/page-metadata.json,3486,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-28/markdown.md,126,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-28/page-metadata.json,1194,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-29/markdown.md,600,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-29/page-metadata.json,1345,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-3/markdown.md,79,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-3/page-metadata.json,951,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/img-33.jpeg,33252,645,600,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/img-34.jpeg,17891,240,601,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/markdown.md,72,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-30/page-metadata.json,833,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-31/img-35.jpeg,19857,329,600,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-31/img-36.jpeg,35500,641,599,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
